,Label TextBlob
1065,positive
1066,neutral
1067,neutral
1068,neutral
1069,positive
1070,positive
1071,neutral
1072,neutral
1073,neutral
1074,neutral
1075,neutral
1076,neutral
1077,positive
1078,neutral
1079,neutral
1080,positive
1081,neutral
1082,neutral
1083,positive
1084,neutral
1085,positive
1086,neutral
1087,neutral
1088,neutral
1089,neutral
1090,positive
1091,neutral
1092,neutral
1093,positive
1094,neutral
1095,negative
1096,neutral
1097,neutral
1098,neutral
1099,neutral
1100,negative
1101,positive
1102,positive
1103,negative
1104,neutral
1105,neutral
1106,neutral
1107,neutral
1108,positive
1109,positive
1110,positive
1111,positive
1112,neutral
1113,positive
1114,neutral
1115,negative
1116,positive
1117,neutral
1118,neutral
1119,neutral
1120,negative
1121,positive
1122,neutral
1123,positive
1124,neutral
1125,neutral
1126,neutral
1127,positive
1128,positive
1129,positive
1130,negative
1131,neutral
1132,positive
1133,neutral
1134,positive
1135,neutral
1136,neutral
1137,neutral
1138,negative
1139,positive
1140,negative
1141,negative
1142,negative
1143,positive
1144,positive
1145,neutral
1146,neutral
1147,neutral
1148,negative
1149,neutral
1150,neutral
1151,positive
1152,neutral
1153,neutral
1154,neutral
1155,neutral
1156,neutral
1157,positive
1158,neutral
1159,negative
1160,neutral
1161,positive
1162,negative
1163,negative
1164,neutral
1165,positive
1166,neutral
1167,negative
1168,positive
1169,negative
1170,negative
1171,neutral
1172,neutral
1173,negative
1174,neutral
1175,positive
1176,positive
1177,positive
1178,negative
1179,neutral
1180,positive
1181,negative
1182,positive
1183,neutral
1184,neutral
1185,neutral
1186,neutral
1187,positive
1188,positive
1189,positive
1190,neutral
1191,positive
1192,positive
1193,positive
1194,neutral
1195,neutral
1196,negative
1197,neutral
1198,positive
1199,positive
1200,positive
1201,positive
1202,positive
1203,positive
1204,neutral
1205,neutral
1206,negative
1207,neutral
1208,neutral
1209,neutral
1210,neutral
1211,neutral
1212,negative
1213,neutral
1214,negative
1215,negative
1216,neutral
1217,positive
1218,negative
1219,neutral
1220,negative
1221,neutral
1222,neutral
1223,positive
1224,neutral
1225,neutral
1226,neutral
1227,neutral
1228,positive
1229,neutral
1230,neutral
1231,positive
1232,positive
1233,negative
1234,positive
1235,positive
1236,positive
1237,neutral
1238,neutral
1239,positive
1240,neutral
1241,negative
1242,neutral
1243,neutral
1244,neutral
1245,neutral
1246,positive
1247,negative
1248,positive
1249,neutral
1250,neutral
1251,positive
1252,negative
1253,negative
1254,positive
1255,neutral
1256,neutral
1257,neutral
1258,positive
1259,negative
1260,positive
1261,neutral
1262,neutral
1263,positive
1264,positive
1265,positive
1266,neutral
1267,neutral
1268,positive
1269,positive
1270,neutral
1271,positive
1272,positive
1273,negative
1274,neutral
1275,positive
1276,positive
1277,positive
1278,neutral
1279,negative
1280,negative
1281,neutral
1282,positive
1283,positive
1284,positive
1285,negative
1286,positive
1287,positive
1288,neutral
1289,positive
1290,positive
1291,neutral
1292,neutral
1293,neutral
1294,neutral
1295,negative
1296,neutral
1297,positive
1298,neutral
1299,negative
1300,neutral
1301,negative
1302,positive
1303,negative
1304,positive
1305,neutral
1306,neutral
1307,negative
1308,negative
1309,neutral
1310,positive
1311,neutral
1312,positive
1313,positive
1314,neutral
1315,neutral
1316,positive
1317,positive
1318,neutral
1319,negative
1320,neutral
1321,positive
1322,negative
1323,positive
1324,neutral
1325,neutral
1326,positive
1327,positive
1328,neutral
1329,neutral
1330,neutral
1331,neutral
1332,negative
1333,negative
1334,neutral
1335,positive
1336,neutral
1337,positive
1338,neutral
1339,positive
1340,neutral
1341,neutral
1342,positive
1343,negative
1344,positive
1345,neutral
1346,positive
1347,positive
1348,positive
1349,neutral
1350,negative
1351,positive
1352,positive
1353,neutral
1354,positive
1355,neutral
1356,neutral
1357,positive
1358,neutral
1359,neutral
1360,neutral
1361,neutral
1362,negative
1363,positive
1364,neutral
1365,positive
1366,neutral
1367,positive
1368,neutral
1369,neutral
1370,neutral
1371,neutral
1372,neutral
1373,neutral
1374,positive
1375,neutral
1376,positive
1377,positive
1378,positive
1379,positive
1380,neutral
1381,positive
1382,positive
1383,positive
1384,positive
1385,negative
1386,neutral
1387,positive
1388,positive
1389,neutral
1390,positive
1391,positive
1392,neutral
1393,positive
1394,negative
1395,neutral
1396,neutral
1397,positive
1398,negative
1399,neutral
1400,neutral
1401,neutral
1402,neutral
1403,positive
1404,neutral
1405,positive
1406,positive
1407,negative
1408,positive
1409,negative
1410,negative
1411,neutral
1412,positive
1413,positive
1414,neutral
1415,neutral
1416,neutral
1417,positive
1418,positive
1419,positive
1420,positive
1421,neutral
1422,positive
1423,positive
1424,positive
1425,positive
1426,neutral
1427,positive
1428,negative
1429,positive
1430,neutral
1431,positive
1432,negative
1433,neutral
1434,neutral
1435,positive
1436,positive
1437,neutral
1438,positive
1439,positive
1440,neutral
1441,positive
1442,neutral
1443,neutral
1444,negative
1445,negative
1446,neutral
1447,positive
1448,neutral
1449,neutral
1450,neutral
1451,positive
1452,negative
1453,negative
1454,positive
1455,positive
1456,positive
1457,negative
1458,positive
1459,neutral
1460,positive
1461,negative
1462,neutral
1463,neutral
1464,positive
1465,positive
1466,positive
1467,positive
1468,positive
1469,positive
1470,neutral
1471,neutral
1472,positive
1473,neutral
1474,negative
1475,positive
1476,neutral
1477,negative
1478,neutral
1479,neutral
1480,neutral
1481,negative
1482,negative
1483,negative
1484,negative
1485,neutral
1486,positive
1487,positive
1488,positive
1489,neutral
1490,neutral
1491,neutral
1492,negative
1493,negative
1494,negative
1495,neutral
1496,positive
1497,neutral
1498,positive
1499,neutral
1500,positive
1501,neutral
1502,positive
1503,positive
1504,negative
1505,neutral
1506,positive
1507,neutral
1508,negative
1509,neutral
1510,neutral
1511,neutral
1512,neutral
1513,negative
1514,positive
1515,positive
1516,neutral
1517,positive
1518,negative
1519,positive
1520,neutral
1521,positive
1522,neutral
1523,negative
1524,positive
1525,positive
1526,neutral
1527,negative
1528,negative
1529,neutral
1530,neutral
1531,neutral
1532,positive
1533,neutral
1534,neutral
1535,negative
1536,positive
1537,neutral
1538,neutral
1539,neutral
1540,positive
1541,neutral
1542,neutral
1543,negative
1544,positive
1545,negative
1546,neutral
1547,neutral
1548,neutral
1549,neutral
1550,negative
1551,negative
1552,neutral
1553,positive
1554,neutral
1555,positive
1556,positive
1557,positive
1558,neutral
1559,positive
1560,positive
1561,neutral
1562,neutral
1563,neutral
1564,neutral
1565,neutral
1566,positive
1567,positive
1568,positive
1569,negative
1570,neutral
1571,neutral
1572,neutral
1573,positive
1574,positive
1575,positive
1576,positive
1577,negative
1578,neutral
1579,neutral
1580,negative
1581,positive
1582,positive
1583,positive
1584,neutral
1585,positive
1586,neutral
1587,positive
1588,positive
1589,positive
1590,neutral
1591,neutral
1592,positive
1593,neutral
1594,negative
1595,negative
1596,negative
1597,negative
1598,positive
1599,positive
1600,positive
1601,neutral
1602,negative
1603,negative
1604,negative
1605,negative
1606,neutral
1607,neutral
1608,positive
1609,positive
1610,neutral
1611,negative
1612,negative
1613,positive
1614,positive
1615,positive
1616,neutral
1617,neutral
1618,positive
1619,positive
1620,positive
1621,neutral
1622,neutral
1623,neutral
1624,positive
1625,positive
1626,negative
1627,neutral
1628,neutral
1629,positive
1630,neutral
1631,positive
1632,positive
1633,positive
1634,neutral
1635,neutral
1636,positive
1637,neutral
1638,neutral
1639,neutral
1640,negative
1641,neutral
1642,positive
1643,positive
1644,neutral
1645,neutral
1646,positive
1647,neutral
1648,positive
1649,neutral
1650,positive
1651,neutral
1652,neutral
1653,negative
1654,neutral
1655,positive
1656,positive
1657,positive
1658,negative
1659,neutral
1660,positive
1661,neutral
1662,neutral
1663,negative
1664,neutral
1665,positive
1666,positive
1667,neutral
1668,neutral
1669,negative
1670,negative
1671,negative
1672,neutral
1673,neutral
1674,positive
1675,positive
1676,positive
1677,positive
1678,neutral
1679,positive
1680,negative
1681,neutral
1682,positive
1683,negative
1684,neutral
1685,neutral
1686,neutral
1687,positive
1688,negative
1689,positive
1690,neutral
1691,positive
1692,positive
1693,neutral
1694,positive
1695,positive
1696,positive
1697,neutral
1698,neutral
1699,neutral
1700,neutral
1701,positive
1702,neutral
1703,positive
1704,neutral
1705,positive
1706,neutral
1707,positive
1708,positive
1709,positive
1710,neutral
1711,neutral
1712,positive
1713,neutral
1714,positive
1715,neutral
1716,neutral
1717,positive
1718,positive
1719,positive
1720,negative
1721,neutral
1722,neutral
1723,neutral
1724,negative
1725,positive
1726,positive
1727,positive
1728,positive
1729,positive
1730,positive
1731,positive
1732,negative
1733,neutral
1734,positive
1735,negative
1736,neutral
1737,negative
1738,negative
1739,neutral
1740,neutral
1741,neutral
1742,negative
1743,neutral
1744,neutral
1745,neutral
1746,neutral
1747,neutral
1748,positive
1749,positive
1750,neutral
1751,positive
1752,neutral
1753,neutral
1754,negative
1755,positive
1756,positive
1757,neutral
1758,neutral
1759,positive
1760,neutral
1761,positive
1762,neutral
1763,neutral
1764,positive
1765,neutral
1766,positive
1767,neutral
1768,neutral
1769,negative
1770,positive
1771,neutral
1772,neutral
1773,positive
1774,positive
1775,neutral
1776,neutral
1777,positive
1778,positive
1779,positive
1780,positive
1781,neutral
1782,negative
1783,positive
1784,neutral
1785,negative
1786,negative
1787,positive
1788,neutral
1789,negative
1790,neutral
1791,negative
1792,negative
1793,positive
1794,positive
1795,neutral
1796,positive
1797,positive
1798,negative
1799,neutral
1800,positive
1801,neutral
1802,neutral
1803,negative
1804,positive
1805,positive
1806,positive
1807,neutral
1808,positive
1809,neutral
1810,neutral
1811,positive
1812,neutral
1813,positive
1814,negative
1815,negative
1816,positive
1817,neutral
1818,neutral
1819,positive
1820,neutral
1821,positive
1822,neutral
1823,neutral
1824,neutral
1825,neutral
1826,neutral
1827,neutral
1828,neutral
1829,neutral
1830,neutral
1831,neutral
1832,neutral
1833,neutral
1834,positive
1835,negative
1836,positive
1837,neutral
1838,positive
1839,neutral
1840,positive
1841,neutral
1842,negative
1843,positive
1844,negative
1845,neutral
1846,positive
1847,positive
1848,positive
1849,neutral
1850,positive
1851,negative
1852,neutral
1853,neutral
1854,neutral
1855,neutral
1856,positive
1857,neutral
1858,neutral
1859,neutral
1860,neutral
1861,positive
1862,positive
1863,neutral
1864,neutral
1865,positive
1866,positive
1867,positive
1868,positive
1869,positive
1870,positive
1871,neutral
1872,positive
1873,positive
1874,positive
1875,neutral
1876,neutral
1877,neutral
1878,neutral
1879,negative
1880,positive
1881,positive
1882,negative
1883,neutral
1884,neutral
1885,neutral
1886,neutral
1887,positive
1888,neutral
1889,positive
1890,neutral
1891,positive
1892,negative
1893,negative
1894,positive
1895,neutral
1896,positive
1897,positive
1898,neutral
1899,negative
1900,positive
1901,neutral
1902,neutral
1903,neutral
1904,positive
1905,positive
1906,neutral
1907,neutral
1908,positive
1909,neutral
1910,neutral
1911,neutral
1912,positive
1913,positive
1914,neutral
1915,negative
1916,positive
1917,positive
1918,positive
1919,neutral
1920,neutral
1921,positive
1922,neutral
1923,positive
1924,neutral
1925,neutral
1926,neutral
1927,neutral
1928,positive
1929,positive
1930,neutral
1931,neutral
1932,neutral
1933,neutral
1934,negative
1935,positive
1936,neutral
1937,neutral
1938,neutral
1939,neutral
1940,negative
1941,positive
1942,neutral
1943,positive
1944,positive
1945,negative
1946,negative
1947,positive
1948,neutral
1949,neutral
1950,negative
1951,negative
1952,positive
1953,neutral
1954,positive
1955,neutral
1956,positive
1957,neutral
1958,positive
1959,positive
1960,neutral
1961,neutral
1962,neutral
1963,neutral
1964,neutral
1965,neutral
1966,positive
1967,neutral
1968,negative
1969,neutral
1970,neutral
1971,neutral
1972,neutral
1973,positive
1974,negative
1975,negative
1976,positive
1977,neutral
1978,neutral
1979,positive
1980,positive
1981,positive
1982,neutral
1983,positive
1984,positive
1985,positive
1986,neutral
1987,positive
1988,negative
1989,neutral
1990,neutral
1991,negative
1992,positive
1993,positive
1994,positive
1995,neutral
1996,neutral
1997,neutral
1998,neutral
1999,positive
2000,positive
2001,positive
2002,neutral
2003,positive
2004,positive
2005,negative
2006,negative
2007,positive
2008,neutral
2009,neutral
2010,positive
2011,positive
2012,neutral
2013,neutral
2014,neutral
2015,neutral
2016,positive
2017,positive
2018,neutral
2019,positive
2020,positive
2021,neutral
2022,negative
2023,positive
2024,positive
2025,neutral
2026,neutral
2027,negative
2028,neutral
2029,negative
2030,positive
2031,neutral
2032,neutral
2033,negative
2034,positive
2035,positive
2036,negative
2037,negative
2038,negative
2039,negative
2040,neutral
2041,negative
2042,neutral
2043,neutral
2044,positive
2045,negative
2046,negative
2047,negative
2048,positive
2049,neutral
2050,positive
2051,neutral
2052,positive
2053,positive
2054,positive
2055,positive
2056,negative
2057,neutral
2058,neutral
2059,negative
2060,positive
2061,neutral
2062,neutral
2063,neutral
2064,positive
2065,positive
2066,positive
2067,neutral
2068,neutral
2069,neutral
2070,neutral
2071,positive
2072,positive
2073,negative
2074,positive
2075,neutral
2076,positive
2077,positive
2078,negative
2079,positive
2080,negative
2081,neutral
2082,negative
2083,neutral
2084,negative
2085,neutral
2086,positive
2087,neutral
2088,neutral
2089,positive
2090,neutral
2091,neutral
2092,neutral
2093,positive
2094,positive
2095,negative
2096,positive
2097,negative
2098,negative
2099,negative
2100,neutral
2101,positive
2102,neutral
2103,neutral
2104,neutral
2105,negative
2106,positive
2107,negative
2108,neutral
2109,positive
2110,negative
2111,neutral
2112,negative
2113,neutral
2114,neutral
2115,neutral
2116,negative
2117,positive
2118,positive
2119,positive
2120,neutral
2121,neutral
2122,positive
2123,positive
2124,positive
2125,positive
2126,neutral
2127,neutral
2128,positive
2129,positive
2130,neutral
2131,positive
2132,neutral
2133,negative
2134,positive
2135,neutral
2136,negative
2137,positive
2138,positive
2139,positive
2140,neutral
2141,neutral
2142,positive
2143,negative
2144,positive
2145,neutral
2146,positive
2147,neutral
2148,neutral
2149,neutral
2150,positive
2151,negative
2152,positive
2153,positive
2154,positive
2155,positive
2156,neutral
2157,positive
2158,negative
2159,positive
2160,positive
2161,neutral
2162,neutral
2163,negative
2164,neutral
2165,positive
2166,neutral
2167,neutral
2168,negative
2169,positive
2170,positive
2171,neutral
2172,neutral
2173,negative
2174,neutral
2175,positive
2176,neutral
2177,negative
2178,neutral
2179,negative
2180,positive
2181,negative
2182,neutral
2183,positive
2184,neutral
2185,positive
2186,neutral
2187,neutral
2188,neutral
2189,negative
2190,positive
2191,negative
2192,neutral
2193,positive
2194,negative
2195,neutral
2196,positive
2197,neutral
2198,positive
2199,positive
2200,positive
2201,positive
2202,neutral
2203,positive
2204,positive
2205,negative
2206,positive
2207,negative
2208,neutral
2209,neutral
2210,positive
2211,positive
2212,neutral
2213,positive
2214,positive
2215,neutral
2216,positive
2217,neutral
2218,positive
2219,positive
2220,neutral
2221,positive
2222,neutral
2223,neutral
2224,positive
2225,positive
2226,neutral
2227,negative
2228,neutral
2229,positive
2230,neutral
2231,neutral
2232,neutral
2233,positive
2234,neutral
2235,positive
2236,neutral
2237,negative
2238,neutral
2239,neutral
2240,neutral
2241,negative
2242,negative
2243,neutral
2244,positive
2245,neutral
2246,positive
2247,negative
2248,neutral
2249,positive
2250,neutral
2251,positive
2252,neutral
2253,positive
2254,neutral
2255,positive
2256,positive
2257,neutral
2258,neutral
2259,neutral
2260,positive
2261,neutral
2262,neutral
2263,positive
2264,positive
2265,positive
2266,neutral
2267,negative
2268,positive
2269,positive
2270,positive
2271,neutral
2272,negative
2273,positive
2274,positive
2275,negative
2276,neutral
2277,positive
2278,negative
2279,negative
2280,neutral
2281,positive
2282,neutral
2283,neutral
2284,positive
2285,positive
2286,neutral
2287,neutral
2288,positive
2289,negative
2290,neutral
2291,neutral
2292,positive
2293,neutral
2294,positive
2295,neutral
2296,neutral
2297,positive
2298,positive
2299,positive
2300,neutral
2301,neutral
2302,positive
2303,neutral
2304,positive
2305,positive
2306,neutral
2307,neutral
2308,neutral
2309,neutral
2310,positive
2311,negative
2312,neutral
2313,positive
2314,neutral
2315,neutral
2316,neutral
2317,positive
2318,positive
2319,positive
2320,positive
2321,positive
2322,positive
2323,negative
2324,positive
2325,neutral
