,Label TextBlob
2001,positive
17019,neutral
37040,positive
17691,neutral
42556,negative
15838,positive
22425,neutral
32626,neutral
25519,neutral
32216,neutral
13270,negative
10862,negative
42580,negative
41297,negative
6002,neutral
21948,positive
4447,neutral
28292,positive
31112,neutral
42895,negative
22707,neutral
27351,positive
5688,positive
35672,positive
43835,negative
36378,neutral
13611,positive
1108,neutral
24102,neutral
2052,positive
10524,neutral
22876,negative
35294,neutral
771,neutral
18445,positive
15186,negative
30003,positive
1003,negative
46764,negative
16171,neutral
17238,neutral
13739,positive
37909,negative
34558,negative
38565,negative
32254,neutral
44143,negative
23921,neutral
23276,neutral
40591,negative
42878,negative
27226,neutral
25746,negative
20043,neutral
36191,neutral
4271,positive
33003,neutral
6503,positive
13298,neutral
12620,neutral
2295,neutral
40966,negative
33078,positive
17863,neutral
2628,positive
21506,positive
27103,neutral
26217,positive
3126,negative
23628,negative
1849,positive
46615,negative
44319,negative
29705,positive
9410,negative
43807,negative
674,positive
15399,positive
47519,positive
26991,positive
48405,positive
39140,negative
25756,positive
6332,negative
27989,positive
32342,neutral
18290,positive
26273,positive
27317,neutral
2585,positive
22539,positive
33051,neutral
34284,negative
12970,positive
3927,positive
3722,negative
182,negative
28976,neutral
27508,neutral
14966,positive
26332,neutral
41093,negative
6551,positive
47641,positive
11732,neutral
22402,negative
1642,positive
24040,neutral
31147,positive
7214,negative
19547,neutral
12168,neutral
2244,negative
39432,negative
27533,positive
15939,positive
14948,positive
27546,positive
5806,neutral
38219,negative
15664,negative
34774,neutral
13726,negative
26837,positive
36427,positive
47095,negative
39069,negative
28018,positive
38127,negative
6238,neutral
42588,negative
37518,positive
36484,positive
3515,negative
15746,positive
18625,neutral
26825,neutral
16758,negative
46121,negative
23460,neutral
31684,positive
18865,negative
42625,negative
116,negative
33855,negative
37921,negative
970,neutral
4353,neutral
2375,positive
24577,neutral
9100,negative
33591,neutral
35007,positive
48156,positive
48015,positive
39189,negative
32897,neutral
7337,neutral
37247,negative
42012,negative
36743,neutral
41528,negative
31254,neutral
12655,positive
17694,positive
148,positive
22618,neutral
9155,positive
6665,positive
35775,neutral
16190,positive
17290,positive
36915,neutral
14165,positive
15742,neutral
26302,positive
14483,neutral
4439,neutral
30826,neutral
34725,positive
23972,neutral
48202,positive
9606,neutral
23258,positive
1314,negative
12381,positive
32983,neutral
23782,positive
24863,positive
23559,negative
43607,negative
25288,positive
12539,neutral
5893,positive
31316,positive
23522,positive
47068,negative
30512,negative
19155,negative
45181,negative
9076,neutral
12290,neutral
16653,neutral
36181,positive
36452,neutral
60,positive
24065,neutral
9524,neutral
6982,positive
45487,negative
2335,negative
39096,negative
36497,neutral
5233,neutral
2318,neutral
37017,neutral
36909,neutral
11368,positive
38954,negative
920,positive
19908,positive
8856,negative
22411,neutral
31247,neutral
8661,neutral
27381,positive
20668,neutral
47530,positive
38244,negative
15934,neutral
23280,positive
48238,positive
25972,neutral
34501,positive
14927,positive
43093,negative
22280,neutral
13569,negative
6097,neutral
44256,negative
45320,negative
26002,positive
43158,negative
28031,neutral
20833,positive
37068,positive
12619,positive
28370,neutral
41204,negative
7366,positive
37771,negative
32061,positive
44638,negative
45921,negative
33023,positive
11770,positive
42148,negative
19940,neutral
41495,negative
29270,neutral
43020,negative
34173,positive
43047,negative
3377,negative
44188,negative
47538,positive
40125,negative
36207,neutral
4005,neutral
22488,negative
33932,positive
21983,neutral
26114,negative
10454,neutral
28161,neutral
12059,neutral
31758,negative
37755,positive
13005,negative
43402,negative
3546,negative
22471,neutral
5548,neutral
27679,positive
7024,neutral
26307,positive
17166,positive
33026,positive
6037,neutral
12492,neutral
7026,positive
43882,negative
45107,negative
3084,neutral
19143,neutral
31428,negative
5700,neutral
38076,negative
42910,negative
25334,negative
37459,neutral
9272,positive
42363,negative
45650,negative
43555,negative
28115,positive
38452,negative
3177,negative
30618,positive
1774,negative
14427,positive
20760,neutral
40623,negative
36631,neutral
46642,negative
5785,positive
10707,positive
19560,negative
44839,negative
3731,positive
16744,neutral
10317,negative
45925,negative
41940,negative
29536,positive
24681,positive
6564,positive
30802,neutral
5736,negative
35782,neutral
22040,positive
12299,positive
26767,neutral
30020,positive
34932,positive
7408,positive
34679,neutral
24149,positive
25378,neutral
13426,negative
23170,neutral
14815,positive
10061,positive
14840,neutral
13861,neutral
27812,positive
34255,neutral
16722,neutral
11599,neutral
2132,positive
22382,neutral
8718,positive
39794,negative
2986,neutral
33871,neutral
38510,negative
42390,negative
1066,positive
6828,positive
46185,negative
24351,neutral
46531,negative
41424,negative
46724,negative
16303,positive
44392,negative
47753,positive
7550,positive
32780,neutral
7909,positive
20771,positive
33047,positive
26303,positive
7078,positive
39688,negative
2417,neutral
39318,negative
38254,negative
44375,negative
41664,negative
33748,positive
36928,positive
46804,negative
10244,positive
36167,neutral
46734,negative
16510,neutral
45419,negative
20329,positive
36848,positive
36252,positive
6786,positive
22424,positive
18272,neutral
41555,negative
47112,negative
38175,negative
8579,neutral
21614,positive
36047,neutral
6825,positive
48308,positive
37041,neutral
25849,neutral
25855,positive
10678,neutral
17535,positive
47221,negative
1737,neutral
7373,neutral
631,positive
37217,positive
41194,negative
18095,neutral
19861,positive
26805,positive
44245,negative
9328,negative
34115,positive
23231,positive
40009,negative
980,positive
46550,negative
27395,positive
131,neutral
18950,neutral
26818,positive
42882,negative
36679,positive
44277,negative
41787,negative
39194,negative
37805,negative
27234,positive
30422,neutral
28071,neutral
46319,negative
25041,neutral
11514,negative
21792,neutral
22797,positive
2312,neutral
33996,neutral
47074,negative
39883,negative
44038,negative
23476,negative
23811,negative
3567,neutral
782,positive
29329,positive
24279,negative
43349,negative
9314,negative
34851,positive
33852,neutral
46760,negative
3450,positive
31688,positive
16226,neutral
25094,positive
16310,positive
30769,neutral
46679,negative
46782,negative
33280,neutral
47245,negative
23299,negative
29339,positive
23298,neutral
7236,neutral
39560,negative
8202,neutral
45872,negative
34066,positive
48295,positive
12726,neutral
30798,neutral
13902,positive
2004,neutral
24665,positive
16414,negative
39505,negative
43483,negative
21459,neutral
40604,negative
38438,negative
1205,positive
24807,neutral
11335,positive
18477,positive
12528,neutral
13354,positive
31820,positive
30519,positive
32748,neutral
5172,neutral
2733,positive
43809,negative
24476,positive
26123,negative
3108,negative
11158,positive
32692,negative
1351,positive
26470,positive
21191,negative
20699,positive
23075,negative
40833,negative
6462,positive
42688,negative
8700,negative
968,negative
3838,negative
18080,neutral
6013,neutral
27618,neutral
21880,positive
13603,positive
12328,neutral
13533,positive
29684,neutral
704,positive
6662,positive
43797,negative
21492,positive
37551,neutral
10396,neutral
40208,negative
41255,negative
29892,negative
5209,positive
45147,negative
18518,neutral
28327,neutral
30430,neutral
5231,neutral
25441,neutral
15485,positive
36492,neutral
45663,negative
13373,negative
35508,neutral
13805,neutral
36188,neutral
11912,positive
31532,positive
28599,positive
45083,negative
21388,positive
28305,neutral
27245,positive
18904,neutral
9194,neutral
5767,neutral
39024,negative
31450,neutral
11929,positive
47581,positive
18294,neutral
43715,negative
20373,positive
30892,positive
19856,neutral
20311,positive
9464,positive
12683,positive
14968,negative
4010,negative
31298,neutral
15821,negative
31414,neutral
24634,neutral
41043,negative
14310,positive
24600,positive
39399,negative
32530,positive
17081,neutral
30713,positive
26582,positive
25873,positive
40274,negative
7212,positive
29706,positive
40454,negative
22031,neutral
27071,neutral
45417,negative
31785,positive
21628,positive
41112,negative
22038,negative
24735,neutral
6497,positive
17918,neutral
39768,negative
12981,positive
31138,positive
27794,neutral
19125,positive
35191,positive
5323,positive
29109,neutral
29412,positive
45559,negative
40205,negative
48214,positive
4350,neutral
23573,positive
33985,neutral
27181,negative
3485,neutral
24914,positive
4455,positive
47712,positive
25333,neutral
29967,negative
25188,neutral
47250,negative
27734,neutral
46031,negative
23536,negative
6169,neutral
33000,negative
37828,negative
14324,positive
27341,positive
605,neutral
46817,negative
24334,neutral
10981,negative
9038,negative
30266,neutral
36745,neutral
37795,negative
27925,neutral
37659,positive
16463,neutral
29868,neutral
30104,negative
38993,negative
31196,positive
24490,negative
43682,negative
8099,negative
5625,neutral
29367,positive
34511,neutral
4419,positive
31383,neutral
44230,negative
30541,negative
34850,positive
29359,positive
21527,negative
28618,neutral
25287,negative
22107,neutral
37450,positive
20901,neutral
17151,negative
759,positive
43933,negative
2810,negative
20520,positive
29862,positive
6360,positive
2836,neutral
24192,positive
18260,positive
9263,neutral
6708,positive
27682,positive
12284,negative
47683,positive
34929,positive
17706,neutral
21359,neutral
12255,neutral
43676,negative
34119,positive
36227,negative
1258,positive
22353,neutral
13916,positive
19544,positive
2162,neutral
139,neutral
17139,neutral
48139,positive
4453,positive
38626,negative
3587,neutral
12192,positive
46583,negative
24549,positive
33531,neutral
13810,positive
21004,neutral
21324,neutral
277,positive
23680,positive
46624,negative
34334,positive
45339,negative
27100,positive
12444,neutral
46926,negative
34281,positive
25637,positive
36564,neutral
4045,negative
5362,neutral
29272,neutral
20970,positive
6370,negative
22527,negative
31177,positive
3577,negative
21884,positive
13637,negative
41011,negative
47676,positive
2448,neutral
12546,negative
11106,neutral
28413,positive
45,positive
31391,neutral
22685,positive
19466,neutral
39972,negative
42113,negative
29999,neutral
45922,negative
39941,negative
34810,neutral
12797,neutral
4188,negative
45910,negative
39273,negative
2894,neutral
6068,neutral
44556,negative
15046,positive
371,neutral
37177,positive
39530,negative
12092,neutral
28090,neutral
34097,positive
14008,positive
33704,positive
13827,neutral
46563,negative
21025,positive
32870,positive
13627,neutral
20620,neutral
3159,positive
37293,positive
13998,positive
47675,positive
19929,negative
21151,positive
29159,neutral
12418,negative
27913,neutral
43371,negative
36118,neutral
46008,negative
5950,neutral
8427,neutral
33329,neutral
48393,positive
11553,positive
11622,negative
24401,neutral
10938,positive
23765,negative
43665,negative
13475,negative
47702,positive
44650,negative
37231,neutral
12000,negative
11559,positive
6330,positive
7644,positive
35588,neutral
85,negative
21817,positive
46082,negative
10445,neutral
37150,neutral
42848,negative
7903,positive
11405,positive
31488,negative
33802,positive
40569,negative
45018,negative
35566,neutral
35864,negative
42489,negative
34043,positive
16322,positive
24853,positive
47260,negative
19825,neutral
12266,positive
17007,negative
8871,negative
14639,positive
23648,neutral
32265,positive
24996,neutral
42652,negative
6821,positive
2875,negative
15081,neutral
14982,positive
23582,positive
43929,negative
28295,neutral
20020,positive
22136,neutral
895,positive
47865,positive
6129,positive
5856,negative
24221,neutral
41061,negative
21305,neutral
32008,positive
17366,positive
8453,positive
23225,positive
5383,positive
10561,negative
29399,negative
34738,positive
8480,neutral
27264,positive
28056,neutral
47154,negative
43260,negative
2807,positive
24792,negative
31966,positive
435,neutral
24710,positive
39019,negative
31746,positive
16950,neutral
23112,negative
18148,positive
39243,negative
35452,positive
14974,positive
38965,negative
36842,positive
9757,positive
9190,negative
30335,positive
42809,negative
40560,negative
12808,positive
48049,positive
38833,negative
12177,neutral
42857,negative
23925,positive
24323,negative
19859,positive
31665,neutral
20222,negative
72,neutral
34384,positive
23977,positive
45356,negative
25667,neutral
33830,negative
39377,negative
22167,neutral
2416,neutral
23315,negative
26601,neutral
7836,negative
14572,positive
8945,neutral
42673,negative
30419,neutral
7113,positive
42505,negative
32319,positive
11832,neutral
8378,positive
30877,positive
39923,negative
8046,neutral
12316,neutral
38998,negative
19751,neutral
46293,negative
6910,neutral
9125,positive
33977,neutral
30578,positive
33552,neutral
34484,positive
30098,neutral
17610,positive
28288,positive
6977,negative
15311,positive
42008,negative
31217,positive
34547,neutral
38530,negative
47544,positive
17121,neutral
6078,neutral
25259,positive
20802,neutral
41013,negative
44469,negative
2055,negative
14079,positive
17107,neutral
45474,negative
31277,neutral
1602,neutral
4012,positive
4092,positive
31586,positive
43252,negative
11977,negative
38082,negative
29320,positive
34181,positive
41968,negative
29522,positive
43974,negative
15260,positive
1937,negative
13938,neutral
5388,neutral
40806,negative
47654,positive
14441,negative
19604,neutral
42908,negative
15314,negative
36408,positive
16195,negative
16090,positive
33601,neutral
20071,positive
19396,positive
18944,positive
27089,neutral
16316,positive
33080,positive
19735,neutral
13134,positive
5995,positive
20344,positive
20459,positive
26242,positive
33544,neutral
48407,positive
40666,negative
32191,negative
44161,negative
40985,negative
24209,positive
33269,neutral
12488,neutral
26528,positive
37083,negative
47745,positive
25077,neutral
14516,negative
4433,negative
25575,neutral
35135,neutral
33657,positive
25151,neutral
2728,neutral
24652,neutral
39956,negative
34761,positive
29156,neutral
18307,neutral
3143,neutral
19733,neutral
3822,positive
42401,negative
6419,positive
26876,neutral
22079,positive
37653,positive
10623,neutral
20884,neutral
5890,positive
9811,neutral
39995,negative
14362,positive
2853,neutral
14727,negative
29496,negative
19256,neutral
1590,neutral
28225,positive
8876,positive
39903,negative
24060,positive
45933,negative
28019,neutral
159,negative
11073,negative
35097,positive
37447,positive
27516,positive
40367,negative
15639,positive
21863,positive
33851,negative
749,neutral
17162,negative
3653,positive
45081,negative
8243,positive
23017,neutral
2409,negative
27635,neutral
9916,positive
8158,neutral
18705,positive
36277,neutral
37868,negative
45318,negative
20774,neutral
22751,negative
5007,neutral
40636,negative
34554,positive
19199,neutral
9499,negative
9632,neutral
41562,negative
46345,negative
43909,negative
31638,positive
34934,neutral
27255,positive
26140,neutral
14274,positive
34330,neutral
8800,positive
8033,positive
43851,negative
16727,positive
8236,positive
16973,negative
17261,negative
47030,negative
36930,neutral
7636,neutral
32668,positive
21696,neutral
43270,negative
27426,positive
10074,positive
6587,positive
28224,neutral
6808,positive
41282,negative
18799,neutral
34977,positive
14674,positive
11877,positive
1551,neutral
2397,positive
12835,neutral
24191,neutral
20925,neutral
39693,negative
10523,negative
24413,positive
11868,neutral
39564,negative
46692,negative
38364,negative
28626,positive
26680,neutral
18582,neutral
46758,negative
20371,neutral
3640,positive
5869,neutral
2241,neutral
37056,positive
42243,negative
23228,positive
39599,negative
37626,neutral
41294,negative
7456,neutral
7013,negative
32298,neutral
33328,neutral
18535,negative
28818,positive
10939,positive
10759,neutral
79,negative
8477,positive
2232,neutral
40481,negative
44734,negative
17217,negative
22035,neutral
42626,negative
29317,neutral
11709,positive
8408,neutral
16185,neutral
40891,negative
44512,negative
45357,negative
8583,positive
13222,positive
21173,negative
13481,neutral
25586,positive
167,negative
13600,positive
41434,negative
5692,neutral
24612,negative
29511,negative
45907,negative
10967,neutral
36585,positive
234,neutral
12409,positive
36548,neutral
5616,positive
22395,negative
11535,positive
2022,positive
33666,neutral
11828,neutral
6566,positive
29288,neutral
17695,neutral
1927,positive
1696,neutral
12348,neutral
34905,positive
23598,positive
23183,negative
23329,positive
11288,neutral
21412,neutral
43196,negative
44387,negative
9133,neutral
44991,negative
3759,neutral
16951,positive
20912,neutral
20532,neutral
780,positive
31374,neutral
18458,negative
37637,positive
20039,negative
17881,neutral
40482,negative
34015,neutral
29261,positive
16525,neutral
11642,positive
30591,negative
2115,positive
11591,neutral
20119,positive
7542,neutral
9744,positive
23035,positive
25346,positive
40184,negative
29877,neutral
37466,positive
34094,positive
35960,neutral
12162,negative
40805,negative
48140,positive
11065,neutral
25865,positive
1154,neutral
26529,positive
38422,negative
20862,positive
10392,neutral
33750,neutral
597,neutral
47454,negative
40381,negative
20108,positive
47077,negative
41610,negative
45045,negative
10686,positive
14485,positive
32750,neutral
41107,negative
42488,negative
22511,positive
41697,negative
29439,negative
16219,positive
4741,negative
45529,negative
23818,neutral
41916,negative
14717,positive
38896,negative
44698,negative
20846,positive
1359,negative
17222,positive
6935,neutral
9065,negative
13144,positive
26706,positive
45387,negative
47148,negative
17871,neutral
46246,negative
4983,negative
47109,negative
2361,negative
42826,negative
30159,neutral
13580,positive
16431,positive
40858,negative
43179,negative
40261,negative
42751,negative
47892,positive
47758,positive
35410,neutral
41810,negative
13057,negative
22735,neutral
6460,positive
8695,neutral
29839,negative
14498,neutral
30963,negative
23892,negative
30586,neutral
42153,negative
5447,positive
1491,negative
31284,positive
35740,positive
1267,positive
45541,negative
36320,neutral
24976,positive
13729,neutral
14780,neutral
34526,neutral
21015,neutral
33724,positive
10901,neutral
43206,negative
46283,negative
38595,negative
40621,negative
17777,negative
3484,neutral
31630,positive
9689,neutral
10538,negative
15370,neutral
11717,positive
9838,neutral
29764,positive
21534,negative
45211,negative
47658,positive
31554,positive
23381,neutral
5633,neutral
36969,neutral
41994,negative
35068,neutral
13595,positive
47379,negative
11973,neutral
45551,negative
20736,neutral
25764,positive
23529,positive
25181,neutral
40626,negative
28005,positive
35050,positive
20864,neutral
21383,positive
20893,positive
27878,positive
45483,negative
4615,positive
27253,negative
20540,neutral
34354,neutral
17511,neutral
3851,positive
35426,positive
24657,neutral
17979,positive
16454,positive
6040,neutral
33886,negative
26046,positive
722,positive
37355,positive
30348,negative
29315,negative
48175,positive
12493,negative
14991,positive
22091,neutral
32099,positive
30636,negative
34772,negative
44077,negative
20031,neutral
17295,neutral
10152,neutral
39904,negative
44485,negative
20315,positive
20036,neutral
47959,positive
13189,positive
22576,negative
43486,negative
41064,negative
15214,neutral
34979,positive
42015,negative
29790,negative
13168,negative
28694,positive
47769,positive
39481,negative
39871,negative
33518,positive
41127,negative
13471,negative
1529,neutral
17279,neutral
34245,neutral
22690,neutral
247,negative
67,neutral
46258,negative
27028,negative
5564,neutral
14101,negative
10261,neutral
17776,neutral
12152,positive
32738,neutral
6294,neutral
39492,negative
19473,positive
10793,positive
29613,negative
36270,positive
24495,negative
42125,negative
17571,negative
22443,positive
37246,positive
26480,neutral
32821,neutral
12580,neutral
849,positive
19980,negative
40995,negative
24327,positive
4544,positive
40706,negative
39132,negative
18749,neutral
1218,positive
3199,negative
14770,neutral
13291,positive
36302,positive
17067,neutral
30416,neutral
45086,negative
2059,positive
19732,neutral
16365,positive
45170,negative
22814,neutral
25074,negative
3956,positive
28488,positive
27014,positive
33816,neutral
41628,negative
28431,neutral
42649,negative
41535,negative
20291,neutral
38386,negative
33520,neutral
44626,negative
17405,positive
9987,neutral
26186,positive
32825,neutral
44784,negative
43351,negative
6907,positive
27838,neutral
2595,neutral
43906,negative
1169,negative
17209,neutral
18894,positive
8548,neutral
23674,positive
3952,positive
46182,negative
6867,neutral
33031,neutral
16539,positive
13236,neutral
1236,negative
12019,negative
19092,positive
7347,positive
40539,negative
15871,positive
9408,neutral
17976,positive
10391,neutral
44066,negative
41117,negative
3095,positive
36376,neutral
36335,neutral
39707,negative
40657,negative
40464,negative
43074,negative
37784,negative
12395,positive
