,Label TextBlob
10579,positive
33413,neutral
27852,positive
38158,negative
31887,negative
2692,neutral
47979,positive
17609,neutral
27976,negative
28030,neutral
33131,neutral
10816,positive
15061,neutral
25145,negative
21461,positive
45672,negative
41141,negative
39845,negative
29167,negative
31100,negative
2699,neutral
30244,positive
5779,neutral
4814,positive
42375,negative
46798,negative
2636,negative
44594,negative
37870,negative
27141,neutral
12436,positive
10359,positive
16272,neutral
46530,negative
3305,neutral
35019,positive
8806,negative
39247,negative
10652,neutral
41687,negative
41481,negative
25190,neutral
26579,neutral
33115,neutral
36383,neutral
33725,positive
18483,positive
32587,neutral
20604,positive
21555,positive
19720,neutral
13439,neutral
11597,neutral
42269,negative
17327,positive
41628,negative
23553,neutral
2948,neutral
43255,negative
21808,positive
40471,negative
8974,neutral
21198,neutral
39862,negative
44773,negative
12379,negative
41652,negative
20486,neutral
8212,neutral
3057,negative
45920,negative
4858,negative
22111,neutral
27727,neutral
28302,positive
41409,negative
1505,positive
34553,neutral
29232,positive
22856,neutral
40073,negative
33352,neutral
16654,neutral
42474,negative
39135,negative
6758,positive
20509,negative
40662,negative
33890,neutral
26734,neutral
7774,neutral
38085,negative
20745,positive
7751,neutral
42822,negative
40886,negative
34619,positive
35951,negative
27497,neutral
39669,negative
38939,negative
41907,negative
45895,negative
34567,positive
47138,negative
48123,positive
29878,neutral
14557,neutral
36529,positive
41299,negative
9869,negative
35048,positive
32325,positive
38563,negative
37455,positive
14099,positive
11157,positive
12464,neutral
26323,neutral
40522,negative
41580,negative
38691,negative
9842,neutral
8892,positive
43253,negative
15857,negative
763,neutral
21913,neutral
38558,negative
11181,positive
29770,positive
28113,positive
8408,neutral
7189,positive
2178,neutral
8766,neutral
17662,negative
41144,negative
39969,negative
47814,positive
20568,positive
1367,neutral
39185,negative
35574,positive
34706,positive
19734,neutral
20122,positive
28235,negative
24155,positive
1565,positive
41359,negative
4630,neutral
42449,negative
48382,positive
35223,neutral
30408,neutral
10806,positive
9448,neutral
41175,negative
32223,neutral
42108,negative
6882,positive
9217,positive
34224,neutral
45812,negative
6615,positive
39338,negative
43823,negative
36234,negative
39510,negative
28364,positive
32600,positive
9295,neutral
19894,neutral
44051,negative
31258,neutral
23942,neutral
21290,neutral
8074,neutral
1539,neutral
16118,positive
35649,neutral
21678,neutral
37317,positive
25147,positive
8815,negative
26277,neutral
47238,negative
31075,positive
4353,neutral
23698,positive
40563,negative
35141,positive
36696,positive
4184,neutral
45304,negative
31117,neutral
43592,negative
46902,negative
6628,positive
22401,neutral
43540,negative
45357,negative
3655,negative
13444,neutral
1657,negative
4600,neutral
2996,positive
29865,neutral
24208,positive
45407,negative
17382,positive
26414,neutral
15715,neutral
14465,neutral
39490,negative
17286,positive
35720,neutral
26352,positive
46814,negative
42498,negative
23014,positive
22683,positive
18586,neutral
48078,positive
16293,positive
1359,negative
42041,negative
12857,neutral
31847,positive
26434,positive
10847,neutral
42074,negative
31245,positive
44827,negative
38082,negative
6538,positive
5967,neutral
42648,negative
4298,positive
29531,negative
25563,neutral
19129,negative
7208,neutral
20393,positive
13579,negative
12425,negative
33670,neutral
7079,positive
39488,negative
5517,neutral
45339,negative
36211,neutral
31776,neutral
34282,positive
16596,neutral
17390,positive
1196,neutral
45811,negative
11947,neutral
12085,neutral
18633,negative
23948,neutral
4748,neutral
7379,neutral
13305,neutral
23460,neutral
6814,positive
36847,positive
23670,neutral
37041,neutral
18664,neutral
34202,neutral
13405,neutral
19032,negative
6739,positive
22680,neutral
6404,positive
26586,positive
36394,positive
30717,neutral
41570,negative
14065,neutral
42479,negative
20518,positive
25433,neutral
16741,negative
5847,positive
19438,neutral
5013,neutral
11731,positive
26338,positive
35360,positive
37468,positive
5674,neutral
9232,negative
37278,neutral
29970,neutral
48330,positive
35643,neutral
23938,positive
44096,negative
46458,negative
6622,positive
215,neutral
15245,neutral
15656,neutral
30241,positive
40017,negative
23095,neutral
15244,neutral
33823,neutral
10484,negative
34168,negative
10152,neutral
18394,positive
33373,neutral
25212,neutral
27482,neutral
32607,neutral
45722,negative
47984,positive
1117,neutral
14998,neutral
23082,positive
30270,negative
25918,positive
6398,neutral
1521,neutral
36922,neutral
13552,neutral
38262,negative
7718,positive
43790,negative
7164,neutral
37158,positive
32763,neutral
25766,neutral
5302,positive
36738,neutral
47662,positive
25899,positive
10701,positive
19244,positive
41754,negative
36958,neutral
13421,negative
31324,neutral
27657,positive
31333,positive
13545,positive
47073,negative
8717,positive
27570,positive
44488,negative
31302,neutral
36029,positive
17669,positive
33558,positive
19285,neutral
24714,neutral
11066,positive
8020,neutral
31528,positive
20659,positive
15385,positive
19222,neutral
38773,negative
12944,positive
21835,positive
30586,neutral
29306,negative
29044,negative
13775,positive
31030,positive
6571,positive
26523,positive
26817,positive
7791,positive
39946,negative
36386,neutral
31863,positive
8648,positive
15493,neutral
43401,negative
24021,positive
26482,neutral
34787,negative
35085,positive
22052,neutral
20302,positive
8810,neutral
18488,positive
28891,neutral
35627,neutral
19191,negative
48426,positive
20064,neutral
28924,negative
14686,positive
1382,positive
13172,positive
31097,neutral
39120,negative
34764,positive
44250,negative
1526,neutral
400,negative
36014,positive
20692,negative
43974,negative
27832,positive
13974,neutral
35965,neutral
41752,negative
12331,positive
15736,negative
35486,negative
6437,positive
27078,neutral
30621,positive
43542,negative
26994,positive
28485,negative
11858,positive
28934,positive
29625,negative
12738,positive
3532,negative
30877,positive
40228,negative
40391,negative
24992,negative
37755,positive
18081,negative
7867,positive
41441,negative
33416,neutral
1479,positive
30360,neutral
8058,neutral
27467,positive
27397,neutral
13561,positive
46884,negative
12813,neutral
12156,negative
32922,neutral
19283,positive
31040,neutral
14426,neutral
48370,positive
8072,positive
10803,positive
10162,neutral
27543,positive
6567,positive
26313,neutral
28973,neutral
46712,negative
26441,neutral
32134,positive
17689,neutral
32502,neutral
47632,positive
39429,negative
11318,negative
13047,neutral
11824,positive
34246,neutral
19516,positive
46009,negative
23267,positive
16701,positive
6858,positive
39012,negative
29213,negative
14725,positive
43362,negative
35098,positive
6129,positive
393,neutral
9342,positive
47363,negative
40775,negative
21296,negative
30876,neutral
47734,positive
25993,positive
39472,negative
36343,positive
34773,negative
36147,negative
46591,negative
2578,neutral
544,neutral
40844,negative
38952,negative
15663,neutral
8117,positive
47406,negative
31447,neutral
12163,negative
28525,positive
3136,positive
39243,negative
14855,positive
116,negative
35935,neutral
18681,neutral
35903,positive
28611,positive
3170,positive
44856,negative
15097,neutral
41445,negative
17071,positive
18645,neutral
18591,neutral
41680,negative
9240,positive
15466,neutral
33876,neutral
15915,positive
4525,neutral
14046,positive
20623,positive
6581,positive
43616,negative
22570,positive
14792,neutral
17866,neutral
31437,neutral
30268,positive
32785,neutral
33634,neutral
28446,negative
46516,negative
11804,neutral
17399,positive
30323,neutral
6025,negative
25546,neutral
42716,negative
42935,negative
5741,positive
45247,negative
9516,positive
16061,positive
31236,positive
36498,neutral
13288,negative
15536,negative
2374,neutral
7850,negative
25879,neutral
13221,negative
17436,neutral
2875,negative
23521,negative
41982,negative
10761,negative
42060,negative
18374,neutral
10804,neutral
26949,positive
11689,positive
4361,neutral
27537,neutral
38891,negative
22780,positive
26299,positive
12658,negative
18613,neutral
15635,positive
4160,positive
3570,positive
24677,negative
12423,positive
44042,negative
28518,neutral
3701,negative
46444,negative
33150,neutral
6408,positive
38836,negative
41362,negative
14313,neutral
32823,positive
37432,negative
16541,neutral
262,neutral
47912,positive
5814,neutral
7892,negative
44120,negative
7067,negative
1233,positive
24316,neutral
35397,neutral
6894,positive
20245,neutral
14889,positive
7590,neutral
26267,negative
26101,neutral
26319,positive
30649,neutral
46836,negative
43301,negative
14451,positive
46355,negative
45210,negative
8488,positive
48050,positive
22810,neutral
14233,neutral
20326,neutral
18831,positive
45870,negative
47048,negative
9776,neutral
2923,neutral
47710,positive
29582,neutral
25134,positive
20100,positive
32171,neutral
29851,neutral
1253,positive
34761,positive
22407,neutral
26321,positive
2453,positive
3127,negative
20022,neutral
3405,negative
13822,neutral
35998,neutral
9536,positive
46400,negative
35897,positive
6831,positive
15000,positive
24633,neutral
36247,positive
44329,negative
32594,negative
15614,positive
31253,neutral
30136,neutral
33850,positive
24636,neutral
48379,positive
48336,positive
39737,negative
45933,negative
44066,negative
14409,positive
19341,neutral
41507,negative
39210,negative
43701,negative
40426,negative
27918,neutral
12571,negative
43963,negative
17280,positive
46114,negative
26709,neutral
26110,neutral
24913,positive
39823,negative
31265,positive
13874,negative
848,negative
2644,negative
22306,positive
24958,neutral
23071,neutral
10388,negative
13466,negative
21905,neutral
11556,neutral
29102,positive
12795,positive
19884,positive
40936,negative
9847,neutral
28949,neutral
19663,positive
44180,negative
29024,neutral
35507,neutral
27699,positive
42113,negative
28475,positive
9432,positive
31869,positive
36124,positive
47096,negative
6319,positive
36976,negative
226,neutral
44215,negative
46999,negative
23476,negative
16851,positive
38976,negative
5545,neutral
23386,neutral
10406,neutral
10224,positive
46091,negative
70,neutral
21122,neutral
4146,positive
45701,negative
1011,neutral
41586,negative
30654,neutral
30996,neutral
2720,positive
3678,negative
980,positive
29663,positive
9228,positive
9724,positive
9459,neutral
39417,negative
32128,positive
18974,positive
37499,neutral
21619,positive
32706,neutral
19237,neutral
1577,positive
30942,positive
16169,positive
12772,negative
34207,neutral
24759,positive
6537,positive
9716,positive
43150,negative
22121,neutral
21068,neutral
35229,positive
46906,negative
11129,positive
5587,positive
30643,neutral
3888,positive
15177,negative
18721,neutral
43526,negative
18002,neutral
20504,positive
29934,positive
11461,neutral
11721,positive
43398,negative
13133,positive
47098,negative
32976,neutral
10975,negative
31567,negative
15717,neutral
41839,negative
6104,positive
45125,negative
315,positive
44165,negative
8202,neutral
23744,positive
28954,positive
42150,negative
22263,positive
23410,neutral
47700,positive
7869,neutral
34269,negative
31282,neutral
24869,positive
23825,positive
16610,positive
20220,positive
47555,positive
47071,negative
27667,positive
1499,positive
22738,neutral
679,positive
15043,negative
24045,neutral
45785,negative
18571,negative
45827,negative
42183,negative
26929,neutral
9863,negative
13283,neutral
33338,neutral
24931,neutral
31369,positive
30459,neutral
11580,negative
6613,positive
8249,neutral
21641,negative
8,neutral
24501,neutral
42297,negative
32733,neutral
45794,negative
24673,neutral
4915,positive
14547,neutral
35179,positive
2323,positive
2256,positive
12890,positive
9310,negative
22361,positive
22714,positive
14918,neutral
3153,positive
7849,positive
19632,negative
26805,positive
32399,neutral
13746,positive
30013,neutral
18830,positive
33108,neutral
42807,negative
21611,negative
12316,neutral
43233,negative
25838,negative
47789,positive
24763,neutral
31808,positive
16256,neutral
33969,positive
11005,positive
20306,positive
15889,positive
47250,negative
13105,positive
42506,negative
11403,positive
16710,positive
36677,positive
29530,negative
36117,positive
47278,negative
19518,neutral
45174,negative
35030,positive
12078,negative
3776,neutral
17105,neutral
45766,negative
37028,neutral
31891,neutral
8464,positive
20074,negative
8760,negative
47286,negative
31948,neutral
5226,neutral
2269,positive
36865,positive
31583,positive
24504,negative
24355,neutral
7986,neutral
32149,neutral
43339,negative
28227,neutral
31017,neutral
42417,negative
30411,neutral
22762,negative
1948,positive
17551,positive
41112,negative
41350,negative
20883,neutral
9845,positive
3635,neutral
14416,neutral
41431,negative
9940,neutral
18574,positive
26182,positive
45315,negative
28948,positive
45433,negative
4757,neutral
9754,negative
43620,negative
39692,negative
7464,positive
42063,negative
38003,negative
20708,neutral
48200,positive
35071,neutral
18277,neutral
39921,negative
38818,negative
17529,neutral
35474,neutral
1376,neutral
23255,neutral
14787,negative
39748,negative
43175,negative
941,negative
45866,negative
38073,negative
34271,neutral
40019,negative
2552,negative
5633,neutral
24866,neutral
27155,positive
8735,positive
13712,positive
39516,negative
32279,positive
34970,positive
39590,negative
16202,neutral
47014,negative
17714,neutral
28232,positive
20212,neutral
9588,positive
6709,positive
33360,neutral
32906,neutral
12990,neutral
16480,neutral
2132,positive
37896,negative
25716,neutral
6855,neutral
22249,positive
18884,neutral
18919,neutral
30698,neutral
45415,negative
7386,positive
2614,neutral
38309,negative
22026,positive
24917,positive
38536,negative
22737,neutral
13194,positive
8372,positive
35247,neutral
14044,negative
40309,negative
42406,negative
42575,negative
38347,negative
45808,negative
22832,neutral
12354,negative
6832,positive
41590,negative
19162,neutral
7065,negative
35371,neutral
24612,negative
8113,neutral
31391,neutral
37397,neutral
22439,positive
46796,negative
35461,neutral
15845,neutral
19481,neutral
24433,neutral
6269,neutral
19752,positive
38314,negative
14601,positive
46538,negative
8967,neutral
14617,positive
39830,negative
12621,neutral
2402,negative
39424,negative
24358,negative
29688,positive
44141,negative
7176,negative
27046,positive
36693,positive
39687,negative
32464,positive
30058,neutral
1651,neutral
44408,negative
6403,positive
46502,negative
25543,neutral
27648,neutral
478,positive
26129,negative
29334,negative
26520,positive
1761,neutral
20440,positive
20058,positive
47724,positive
41446,negative
34683,negative
12809,positive
24745,negative
7572,positive
35087,positive
23870,neutral
2493,negative
40927,negative
4196,neutral
4828,negative
47957,positive
18370,positive
4882,positive
452,negative
30445,negative
38898,negative
40168,negative
10331,neutral
25020,positive
11165,negative
29270,neutral
188,positive
45104,negative
35856,positive
12109,neutral
38886,negative
38145,negative
36050,neutral
37497,positive
33742,positive
26279,positive
14060,neutral
11227,positive
16984,positive
3395,positive
4102,negative
15645,neutral
21666,negative
47829,positive
28767,positive
3908,positive
15620,neutral
43916,negative
14884,neutral
28675,neutral
6672,positive
28150,neutral
14326,neutral
39174,negative
35745,positive
42546,negative
4403,positive
33290,neutral
9736,positive
19287,neutral
24570,neutral
39220,negative
29967,negative
24128,positive
44570,negative
7053,neutral
35459,neutral
46841,negative
47000,negative
2735,negative
12826,neutral
43426,negative
23717,positive
44063,negative
44945,negative
4097,positive
13127,negative
39083,negative
36780,positive
12298,neutral
32155,positive
28258,neutral
5833,positive
6662,positive
33881,positive
46027,negative
45898,negative
1249,neutral
5993,negative
31173,positive
20425,positive
43696,negative
5663,positive
4881,positive
46268,negative
33766,neutral
12728,positive
27945,positive
5152,neutral
10563,positive
33220,neutral
46441,negative
22353,neutral
22211,negative
29225,negative
38701,negative
13723,positive
29243,neutral
42829,negative
41885,negative
47908,positive
33707,positive
15430,neutral
8300,positive
47994,positive
31578,negative
26237,positive
23872,positive
39665,negative
23371,neutral
15441,neutral
21927,positive
23725,neutral
42458,negative
16211,neutral
17886,positive
5714,positive
31378,neutral
7911,positive
24591,neutral
12647,negative
11479,negative
6017,neutral
39264,negative
27579,negative
18153,neutral
6088,neutral
44052,negative
34671,positive
10709,positive
39723,negative
15500,neutral
1429,neutral
45881,negative
32748,neutral
25010,neutral
40378,negative
160,positive
24719,positive
13889,negative
10088,neutral
38636,negative
45487,negative
11629,negative
26479,neutral
25132,neutral
5243,negative
25809,neutral
32797,positive
47119,negative
1938,positive
13603,positive
40323,negative
5379,negative
3563,neutral
46774,negative
14821,neutral
45026,negative
3545,negative
8144,neutral
22366,negative
30563,positive
20566,positive
30400,positive
7105,neutral
18945,positive
3890,neutral
39028,negative
26208,neutral
6535,positive
31660,neutral
1719,positive
31939,positive
16998,neutral
33064,positive
41616,negative
19828,neutral
14893,positive
43046,negative
48118,positive
27206,positive
535,negative
23248,negative
3222,neutral
9186,positive
9917,negative
27895,neutral
13696,neutral
28577,positive
9247,positive
29681,negative
21091,neutral
45863,negative
37964,negative
36561,neutral
13342,negative
5986,neutral
1836,positive
1811,neutral
33441,neutral
4261,neutral
36167,neutral
47499,positive
45079,negative
38243,negative
38442,negative
350,positive
32301,neutral
36243,neutral
27075,negative
41137,negative
22963,neutral
3704,positive
45227,negative
9968,neutral
4248,positive
22340,positive
2732,neutral
39030,negative
1187,positive
34999,positive
12730,neutral
11911,neutral
4985,positive
32727,neutral
7442,neutral
47304,negative
46723,negative
3692,neutral
19433,positive
105,positive
46870,negative
8781,positive
7839,negative
28297,neutral
40271,negative
3983,neutral
24231,positive
24562,negative
30284,neutral
46587,negative
23106,positive
18035,neutral
22102,neutral
47628,positive
6700,positive
39259,negative
14502,neutral
9557,neutral
36797,neutral
21935,neutral
10712,neutral
9952,positive
40535,negative
25110,positive
7425,positive
44364,negative
38831,negative
32505,neutral
13009,negative
9311,positive
34637,positive
40677,negative
38421,negative
6187,positive
45253,negative
11254,negative
46972,negative
2050,positive
46159,negative
36304,negative
35175,positive
21834,positive
42209,negative
43056,negative
22883,neutral
34448,neutral
24451,negative
39493,negative
10993,positive
695,neutral
12970,positive
16899,positive
10991,neutral
42317,negative
36961,neutral
42802,negative
7477,neutral
44763,negative
29084,positive
22493,positive
3124,neutral
26064,neutral
9933,positive
20259,neutral
16622,positive
1598,neutral
42243,negative
26703,neutral
14581,neutral
22927,neutral
15517,neutral
14039,positive
47598,positive
27929,negative
23541,positive
1071,negative
21394,neutral
31087,neutral
42,negative
12460,positive
10946,neutral
32153,positive
14615,positive
2174,neutral
41048,negative
30114,positive
22318,positive
6693,positive
29061,negative
11520,positive
32989,neutral
42919,negative
24423,positive
15048,positive
41263,negative
33369,neutral
5038,positive
15916,positive
3681,positive
19781,neutral
4643,neutral
24060,positive
41898,negative
30976,positive
47698,positive
3036,negative
5868,positive
26136,neutral
13652,positive
33776,positive
10748,neutral
15216,positive
28866,neutral
12390,positive
39554,negative
19298,positive
39160,negative
29381,positive
15504,neutral
33698,positive
40425,negative
30907,positive
16916,negative
3519,positive
10821,positive
48323,positive
34234,negative
37037,neutral
2981,positive
16799,positive
22636,negative
24362,positive
1697,negative
39095,negative
35266,neutral
41223,negative
11657,neutral
13402,neutral
10775,positive
31205,positive
16878,positive
4390,negative
25373,positive
13030,neutral
41084,negative
43273,negative
