,Label TextBlob
774,positive
775,neutral
776,positive
777,neutral
778,positive
779,neutral
780,positive
781,neutral
782,neutral
783,neutral
784,positive
785,positive
786,positive
787,neutral
788,positive
789,neutral
790,positive
791,neutral
792,positive
793,positive
794,neutral
795,positive
796,positive
797,positive
798,neutral
799,positive
800,positive
801,neutral
802,neutral
803,negative
804,positive
805,negative
806,negative
807,neutral
808,neutral
809,neutral
810,positive
811,positive
812,negative
813,neutral
814,positive
815,positive
816,positive
817,positive
818,neutral
819,positive
820,positive
821,neutral
822,positive
823,positive
824,negative
825,negative
826,neutral
827,negative
828,neutral
829,neutral
830,positive
831,negative
832,negative
833,positive
834,negative
835,positive
836,positive
837,neutral
838,positive
839,neutral
840,neutral
841,neutral
842,positive
843,positive
844,positive
845,neutral
846,positive
847,neutral
848,positive
849,positive
850,neutral
851,positive
852,negative
853,neutral
854,negative
855,neutral
856,neutral
857,positive
858,negative
859,positive
860,neutral
861,neutral
862,neutral
863,neutral
864,positive
865,positive
866,neutral
867,positive
868,positive
869,positive
870,negative
871,positive
872,neutral
873,neutral
874,negative
875,neutral
876,positive
877,positive
878,negative
879,neutral
880,neutral
881,neutral
882,positive
883,negative
884,neutral
885,neutral
886,neutral
887,positive
888,positive
889,neutral
890,negative
891,positive
892,positive
893,positive
894,neutral
895,positive
896,negative
897,neutral
898,positive
899,positive
900,positive
901,neutral
902,neutral
903,positive
904,neutral
905,neutral
906,neutral
907,neutral
908,negative
909,positive
910,negative
911,neutral
912,neutral
913,positive
914,positive
915,negative
916,neutral
917,neutral
918,negative
919,positive
920,neutral
921,neutral
922,neutral
923,neutral
924,positive
925,neutral
926,negative
927,positive
928,neutral
929,positive
930,neutral
931,neutral
932,negative
933,neutral
934,negative
935,neutral
936,positive
937,positive
938,positive
939,positive
940,neutral
941,neutral
942,negative
943,positive
944,negative
945,positive
946,neutral
947,positive
948,positive
949,neutral
950,negative
951,neutral
952,neutral
953,negative
954,neutral
955,positive
956,neutral
957,positive
958,negative
959,neutral
960,positive
961,positive
962,positive
963,positive
964,negative
965,neutral
966,negative
967,positive
968,positive
969,neutral
970,positive
971,neutral
972,positive
973,neutral
974,neutral
975,neutral
976,positive
977,negative
978,positive
979,negative
980,positive
981,neutral
982,negative
983,positive
984,neutral
985,positive
986,positive
987,negative
988,positive
989,negative
990,positive
991,neutral
992,neutral
993,neutral
994,neutral
995,neutral
996,positive
997,neutral
998,negative
999,positive
1000,positive
1001,negative
1002,positive
1003,positive
1004,positive
1005,negative
1006,neutral
1007,positive
1008,neutral
1009,neutral
1010,neutral
1011,positive
1012,neutral
1013,negative
1014,negative
1015,positive
1016,negative
1017,positive
1018,neutral
1019,negative
1020,neutral
1021,neutral
1022,neutral
1023,negative
1024,positive
1025,positive
1026,neutral
1027,negative
1028,neutral
1029,negative
1030,negative
1031,positive
1032,neutral
1033,negative
1034,positive
1035,positive
1036,neutral
1037,positive
1038,negative
1039,negative
1040,neutral
1041,negative
1042,negative
1043,negative
1044,negative
1045,positive
1046,neutral
1047,neutral
1048,neutral
1049,neutral
1050,neutral
1051,negative
1052,positive
1053,negative
1054,neutral
1055,neutral
1056,negative
1057,positive
1058,neutral
1059,positive
1060,neutral
1061,neutral
1062,negative
1063,neutral
1064,neutral
1065,positive
1066,neutral
1067,neutral
1068,positive
1069,neutral
1070,positive
1071,positive
1072,neutral
1073,positive
1074,neutral
1075,positive
1076,negative
1077,neutral
1078,neutral
1079,positive
1080,positive
1081,negative
1082,neutral
1083,negative
1084,positive
1085,neutral
1086,positive
1087,positive
1088,neutral
1089,positive
1090,positive
1091,neutral
1092,positive
1093,negative
1094,neutral
1095,neutral
1096,positive
1097,neutral
1098,neutral
1099,positive
1100,positive
1101,neutral
1102,neutral
1103,neutral
1104,negative
1105,neutral
1106,neutral
1107,neutral
1108,positive
1109,positive
1110,neutral
1111,neutral
1112,negative
1113,negative
1114,neutral
1115,positive
1116,positive
1117,positive
1118,negative
1119,neutral
1120,neutral
1121,positive
1122,neutral
1123,neutral
1124,positive
1125,positive
1126,positive
1127,positive
1128,neutral
1129,neutral
1130,positive
1131,neutral
1132,neutral
1133,negative
1134,positive
1135,positive
1136,neutral
1137,neutral
1138,neutral
1139,positive
1140,positive
1141,positive
1142,neutral
1143,positive
1144,negative
1145,positive
1146,neutral
1147,neutral
1148,positive
1149,neutral
1150,positive
1151,neutral
1152,positive
1153,neutral
1154,positive
1155,negative
1156,positive
1157,positive
1158,positive
1159,negative
1160,negative
1161,neutral
1162,negative
1163,positive
1164,neutral
1165,neutral
1166,negative
1167,positive
1168,positive
1169,positive
1170,positive
1171,neutral
1172,positive
1173,positive
1174,neutral
1175,negative
1176,neutral
1177,positive
1178,neutral
1179,neutral
1180,positive
1181,neutral
1182,positive
1183,neutral
1184,neutral
1185,neutral
1186,neutral
1187,positive
1188,neutral
1189,neutral
1190,neutral
1191,neutral
1192,neutral
1193,neutral
1194,negative
1195,neutral
1196,neutral
1197,negative
1198,negative
1199,neutral
1200,positive
1201,neutral
1202,positive
1203,positive
1204,positive
1205,positive
1206,neutral
1207,positive
1208,positive
1209,neutral
1210,negative
1211,positive
1212,positive
1213,neutral
1214,neutral
1215,neutral
1216,positive
1217,neutral
1218,negative
1219,positive
1220,neutral
1221,positive
1222,neutral
1223,positive
1224,negative
1225,neutral
1226,negative
1227,positive
1228,positive
1229,positive
1230,positive
1231,positive
1232,neutral
1233,positive
1234,neutral
1235,positive
1236,neutral
1237,neutral
1238,neutral
1239,positive
1240,positive
1241,positive
1242,neutral
1243,neutral
1244,neutral
1245,positive
1246,neutral
1247,positive
1248,positive
1249,positive
1250,positive
1251,positive
1252,negative
1253,neutral
1254,neutral
1255,positive
1256,positive
1257,negative
1258,neutral
1259,positive
1260,positive
1261,negative
1262,neutral
1263,negative
1264,positive
1265,positive
1266,neutral
1267,negative
1268,positive
1269,neutral
1270,neutral
1271,positive
1272,positive
1273,positive
1274,neutral
1275,positive
1276,positive
1277,neutral
1278,neutral
1279,neutral
1280,negative
1281,neutral
1282,negative
1283,neutral
1284,neutral
1285,positive
1286,neutral
1287,positive
1288,neutral
1289,neutral
1290,neutral
1291,neutral
1292,neutral
1293,neutral
1294,neutral
1295,positive
1296,positive
1297,neutral
1298,positive
1299,negative
1300,positive
1301,positive
1302,negative
1303,neutral
1304,neutral
1305,negative
1306,negative
1307,neutral
1308,neutral
1309,neutral
1310,positive
1311,positive
1312,positive
1313,negative
1314,neutral
1315,neutral
1316,neutral
1317,negative
1318,negative
1319,neutral
1320,neutral
1321,negative
1322,positive
1323,positive
1324,positive
1325,positive
1326,neutral
1327,neutral
1328,positive
1329,neutral
1330,neutral
1331,neutral
1332,positive
1333,neutral
1334,positive
1335,neutral
1336,negative
1337,neutral
1338,neutral
1339,positive
1340,neutral
1341,neutral
1342,negative
1343,neutral
1344,positive
1345,neutral
1346,negative
1347,neutral
1348,neutral
1349,neutral
1350,positive
1351,neutral
1352,neutral
1353,neutral
1354,neutral
1355,positive
1356,negative
1357,positive
1358,positive
1359,positive
1360,positive
1361,neutral
1362,positive
1363,neutral
1364,neutral
1365,neutral
1366,positive
1367,positive
1368,neutral
1369,positive
1370,positive
1371,neutral
1372,positive
1373,neutral
1374,neutral
1375,positive
1376,negative
1377,positive
1378,positive
1379,positive
1380,neutral
1381,positive
1382,negative
1383,negative
1384,negative
1385,neutral
1386,positive
1387,positive
1388,neutral
1389,negative
1390,neutral
1391,negative
1392,negative
1393,positive
1394,neutral
1395,negative
1396,positive
1397,neutral
1398,neutral
1399,negative
1400,neutral
1401,positive
1402,positive
1403,neutral
1404,positive
1405,positive
1406,neutral
1407,negative
1408,negative
1409,neutral
1410,neutral
1411,positive
1412,positive
1413,positive
1414,neutral
1415,neutral
1416,neutral
1417,negative
1418,positive
1419,positive
1420,positive
1421,neutral
1422,positive
1423,neutral
1424,neutral
1425,positive
1426,negative
1427,positive
1428,positive
1429,positive
1430,neutral
1431,neutral
1432,positive
1433,positive
1434,positive
1435,neutral
1436,neutral
1437,neutral
1438,positive
1439,neutral
1440,neutral
1441,neutral
1442,positive
1443,positive
1444,neutral
1445,negative
1446,neutral
1447,negative
1448,positive
1449,neutral
1450,negative
1451,neutral
1452,negative
1453,neutral
1454,neutral
1455,positive
1456,positive
1457,positive
1458,positive
1459,positive
1460,positive
1461,neutral
1462,positive
1463,positive
1464,positive
1465,neutral
1466,positive
1467,positive
1468,positive
1469,positive
1470,positive
1471,positive
1472,neutral
1473,positive
1474,positive
1475,positive
1476,positive
1477,negative
1478,neutral
1479,positive
1480,neutral
1481,positive
1482,neutral
1483,positive
1484,neutral
1485,positive
1486,positive
1487,neutral
1488,neutral
1489,neutral
1490,negative
1491,neutral
1492,negative
1493,negative
1494,positive
1495,neutral
1496,positive
1497,positive
1498,neutral
1499,neutral
1500,neutral
1501,positive
1502,positive
1503,neutral
1504,neutral
1505,positive
1506,positive
1507,positive
1508,positive
1509,neutral
1510,negative
1511,positive
1512,negative
1513,positive
1514,neutral
1515,positive
1516,positive
1517,positive
1518,neutral
1519,negative
1520,neutral
1521,positive
1522,neutral
1523,neutral
1524,negative
1525,negative
1526,neutral
1527,positive
1528,neutral
1529,negative
1530,positive
1531,neutral
1532,positive
1533,neutral
1534,neutral
1535,negative
1536,neutral
1537,neutral
1538,neutral
1539,negative
1540,neutral
1541,neutral
1542,negative
1543,neutral
1544,neutral
1545,neutral
1546,neutral
1547,neutral
1548,positive
1549,positive
1550,neutral
1551,neutral
1552,positive
1553,positive
1554,neutral
1555,positive
1556,neutral
1557,neutral
1558,positive
1559,negative
1560,negative
1561,neutral
1562,neutral
1563,positive
1564,negative
1565,positive
1566,negative
1567,neutral
1568,neutral
1569,positive
1570,neutral
1571,neutral
1572,neutral
1573,neutral
1574,neutral
1575,negative
1576,neutral
1577,neutral
1578,neutral
1579,positive
1580,neutral
1581,neutral
1582,neutral
1583,negative
1584,neutral
1585,neutral
1586,positive
1587,negative
1588,negative
1589,positive
1590,negative
1591,neutral
1592,neutral
1593,neutral
1594,positive
1595,neutral
1596,neutral
1597,positive
1598,negative
1599,neutral
1600,positive
1601,neutral
1602,positive
1603,neutral
1604,neutral
1605,neutral
1606,positive
1607,positive
1608,neutral
1609,neutral
1610,positive
1611,neutral
1612,positive
1613,positive
1614,positive
1615,neutral
1616,neutral
1617,neutral
1618,neutral
1619,negative
1620,neutral
1621,negative
1622,positive
1623,neutral
1624,positive
1625,neutral
1626,positive
1627,neutral
1628,negative
1629,positive
1630,neutral
1631,negative
1632,neutral
1633,neutral
1634,neutral
1635,neutral
1636,neutral
1637,neutral
1638,neutral
1639,positive
1640,positive
1641,positive
1642,neutral
1643,positive
1644,negative
1645,positive
1646,neutral
1647,positive
1648,positive
1649,negative
1650,positive
1651,negative
1652,positive
1653,negative
1654,neutral
1655,positive
1656,neutral
1657,positive
1658,negative
1659,neutral
1660,negative
1661,neutral
1662,negative
1663,positive
1664,neutral
1665,neutral
1666,neutral
1667,negative
1668,positive
1669,negative
1670,neutral
1671,neutral
1672,neutral
1673,positive
1674,positive
1675,positive
1676,neutral
1677,positive
1678,positive
1679,positive
1680,positive
1681,neutral
1682,negative
1683,neutral
1684,neutral
1685,neutral
1686,negative
1687,positive
1688,neutral
1689,neutral
1690,neutral
1691,neutral
1692,positive
1693,positive
1694,neutral
1695,neutral
1696,positive
1697,neutral
1698,positive
1699,neutral
1700,negative
1701,neutral
1702,positive
1703,positive
1704,neutral
1705,positive
1706,positive
1707,positive
1708,negative
1709,neutral
1710,negative
1711,positive
1712,positive
1713,negative
1714,neutral
1715,neutral
1716,negative
1717,positive
1718,neutral
1719,neutral
1720,positive
1721,neutral
1722,neutral
1723,positive
1724,neutral
1725,positive
1726,positive
1727,positive
1728,negative
1729,positive
1730,neutral
1731,neutral
1732,positive
1733,neutral
1734,neutral
1735,neutral
1736,neutral
1737,neutral
1738,neutral
1739,negative
1740,positive
1741,neutral
1742,positive
1743,neutral
1744,negative
1745,positive
1746,neutral
1747,negative
1748,positive
1749,neutral
1750,neutral
1751,positive
1752,neutral
1753,neutral
1754,neutral
1755,neutral
1756,negative
1757,positive
1758,neutral
1759,negative
1760,neutral
1761,positive
1762,neutral
1763,positive
1764,positive
1765,neutral
1766,neutral
1767,negative
1768,neutral
1769,neutral
1770,neutral
1771,neutral
1772,negative
1773,positive
1774,positive
1775,neutral
1776,positive
1777,positive
1778,positive
1779,positive
1780,neutral
1781,negative
1782,positive
1783,positive
1784,positive
1785,negative
1786,positive
1787,neutral
1788,neutral
1789,positive
1790,positive
1791,neutral
1792,positive
1793,positive
1794,neutral
1795,positive
1796,neutral
1797,positive
1798,negative
1799,positive
1800,positive
1801,negative
1802,neutral
1803,neutral
1804,neutral
1805,neutral
1806,neutral
1807,negative
1808,neutral
1809,negative
1810,neutral
1811,neutral
1812,positive
1813,neutral
1814,positive
1815,positive
1816,positive
1817,positive
1818,neutral
1819,neutral
1820,neutral
1821,negative
1822,neutral
1823,positive
1824,neutral
1825,neutral
1826,positive
1827,negative
1828,neutral
1829,positive
1830,negative
1831,positive
1832,negative
1833,neutral
1834,positive
1835,neutral
1836,neutral
1837,positive
1838,positive
1839,neutral
1840,neutral
1841,neutral
1842,neutral
1843,positive
1844,negative
1845,positive
1846,neutral
1847,neutral
1848,negative
1849,positive
1850,positive
1851,neutral
1852,positive
1853,positive
1854,neutral
1855,neutral
1856,neutral
1857,neutral
1858,positive
1859,neutral
1860,positive
1861,neutral
1862,positive
1863,positive
1864,negative
1865,neutral
1866,negative
1867,neutral
1868,positive
1869,positive
1870,neutral
1871,neutral
1872,positive
1873,positive
1874,positive
1875,negative
1876,positive
1877,neutral
1878,negative
1879,neutral
1880,negative
1881,neutral
1882,positive
1883,positive
1884,neutral
1885,neutral
1886,neutral
1887,positive
1888,neutral
1889,positive
1890,positive
1891,neutral
1892,negative
1893,positive
1894,negative
1895,neutral
1896,negative
1897,neutral
1898,positive
1899,neutral
1900,positive
1901,neutral
1902,positive
1903,positive
1904,positive
1905,positive
1906,positive
1907,neutral
1908,positive
1909,neutral
1910,positive
1911,neutral
1912,neutral
1913,positive
1914,positive
1915,neutral
1916,negative
1917,neutral
1918,positive
1919,neutral
1920,neutral
1921,neutral
1922,positive
1923,neutral
1924,positive
1925,neutral
1926,negative
1927,positive
1928,positive
1929,positive
1930,positive
1931,positive
1932,positive
1933,neutral
1934,positive
1935,neutral
1936,negative
1937,neutral
1938,neutral
1939,positive
1940,positive
1941,positive
1942,neutral
1943,neutral
1944,positive
1945,positive
1946,neutral
1947,neutral
1948,neutral
1949,neutral
1950,positive
1951,neutral
1952,negative
1953,positive
1954,positive
1955,neutral
1956,negative
1957,neutral
1958,negative
1959,positive
1960,neutral
1961,neutral
1962,neutral
1963,positive
1964,positive
1965,neutral
1966,neutral
1967,positive
1968,positive
1969,neutral
1970,neutral
1971,neutral
1972,positive
1973,negative
1974,neutral
1975,neutral
1976,neutral
1977,neutral
1978,positive
1979,positive
1980,positive
1981,positive
1982,neutral
1983,positive
1984,positive
1985,positive
1986,positive
1987,neutral
1988,positive
1989,neutral
1990,negative
1991,negative
1992,neutral
1993,neutral
1994,neutral
1995,neutral
1996,neutral
1997,neutral
1998,negative
1999,neutral
2000,neutral
2001,positive
2002,neutral
2003,neutral
2004,neutral
2005,positive
2006,positive
2007,positive
2008,negative
2009,neutral
2010,positive
2011,neutral
2012,positive
2013,neutral
2014,positive
2015,neutral
2016,positive
2017,negative
2018,neutral
2019,neutral
2020,neutral
2021,neutral
2022,positive
2023,neutral
2024,neutral
2025,neutral
2026,negative
2027,positive
2028,neutral
2029,positive
2030,negative
2031,positive
2032,neutral
2033,neutral
2034,negative
2035,positive
2036,positive
2037,negative
2038,neutral
2039,positive
2040,neutral
2041,positive
2042,neutral
2043,neutral
2044,neutral
2045,positive
2046,neutral
2047,neutral
2048,neutral
2049,positive
2050,positive
2051,neutral
2052,neutral
2053,positive
2054,neutral
2055,neutral
2056,neutral
2057,positive
2058,positive
2059,negative
2060,negative
2061,negative
2062,positive
2063,positive
2064,positive
2065,neutral
2066,neutral
2067,negative
2068,neutral
2069,neutral
2070,neutral
2071,neutral
2072,neutral
2073,positive
2074,neutral
2075,positive
2076,neutral
2077,positive
2078,neutral
2079,positive
2080,neutral
2081,positive
2082,positive
2083,positive
2084,neutral
2085,neutral
2086,positive
2087,negative
2088,negative
2089,neutral
2090,positive
2091,negative
2092,neutral
2093,neutral
2094,positive
2095,negative
2096,positive
2097,negative
2098,positive
2099,positive
2100,neutral
2101,negative
2102,negative
2103,positive
2104,positive
2105,neutral
2106,negative
2107,neutral
2108,neutral
2109,negative
2110,positive
2111,negative
2112,positive
2113,positive
2114,positive
2115,negative
2116,neutral
2117,negative
2118,positive
2119,neutral
2120,positive
2121,neutral
2122,neutral
2123,neutral
2124,positive
2125,neutral
2126,positive
2127,neutral
2128,neutral
2129,neutral
2130,neutral
2131,neutral
2132,positive
2133,positive
2134,negative
2135,negative
2136,positive
2137,neutral
2138,neutral
2139,positive
2140,neutral
2141,positive
2142,neutral
2143,neutral
2144,positive
2145,positive
2146,positive
2147,neutral
2148,neutral
2149,positive
2150,negative
2151,positive
2152,positive
2153,neutral
2154,negative
2155,positive
2156,positive
2157,neutral
2158,positive
2159,positive
2160,neutral
2161,neutral
2162,negative
2163,negative
2164,positive
2165,positive
2166,negative
2167,positive
2168,positive
2169,neutral
2170,negative
2171,negative
2172,negative
2173,positive
2174,neutral
2175,neutral
2176,neutral
2177,positive
2178,positive
2179,positive
2180,positive
2181,negative
2182,positive
2183,neutral
2184,neutral
2185,negative
2186,positive
2187,negative
2188,positive
2189,positive
2190,positive
2191,neutral
2192,positive
2193,positive
2194,neutral
2195,neutral
2196,neutral
2197,neutral
2198,positive
2199,positive
2200,negative
2201,neutral
2202,neutral
2203,neutral
2204,positive
2205,neutral
2206,neutral
2207,neutral
2208,neutral
2209,neutral
2210,neutral
2211,neutral
2212,positive
2213,negative
2214,neutral
2215,neutral
2216,positive
2217,negative
2218,neutral
2219,neutral
2220,negative
2221,neutral
2222,positive
2223,neutral
2224,negative
2225,positive
2226,neutral
2227,negative
2228,negative
2229,neutral
2230,negative
2231,neutral
2232,positive
2233,positive
2234,positive
2235,neutral
2236,neutral
2237,negative
2238,positive
2239,neutral
2240,neutral
2241,negative
2242,positive
2243,neutral
2244,neutral
2245,positive
2246,positive
2247,negative
2248,neutral
2249,neutral
2250,neutral
2251,negative
2252,positive
2253,positive
2254,neutral
2255,positive
2256,positive
2257,neutral
2258,positive
2259,positive
2260,negative
2261,negative
2262,neutral
2263,neutral
2264,neutral
2265,neutral
2266,neutral
2267,neutral
2268,negative
2269,negative
2270,positive
2271,neutral
2272,positive
2273,neutral
2274,negative
2275,neutral
2276,positive
2277,positive
2278,positive
2279,neutral
2280,neutral
2281,neutral
2282,negative
2283,neutral
2284,positive
2285,neutral
2286,negative
2287,positive
2288,positive
2289,positive
2290,positive
2291,positive
2292,positive
2293,positive
2294,neutral
2295,positive
2296,negative
2297,negative
2298,positive
2299,neutral
2300,positive
2301,neutral
2302,neutral
2303,negative
2304,negative
2305,neutral
2306,positive
2307,positive
2308,positive
2309,positive
2310,neutral
2311,positive
2312,positive
2313,neutral
2314,neutral
2315,negative
2316,negative
2317,negative
2318,positive
2319,positive
2320,positive
2321,positive
2322,positive
2323,positive
2324,negative
2325,neutral
2326,positive
2327,positive
2328,negative
2329,positive
2330,negative
